,Unnamed: 0,contract_item_cancellation_status_code,contract_item_customer_contract_life_cycle_status_code,contract_item_description,contract_item_internal_id,contract_item_product_category,contract_item_product_description,contract_item_support_end_date,contract_item_support_start_date,contract_item_validity_status_code,contract_item_concurrent_sessions,description,end_date_time,start_date_time,item_count,item_list_cancellation_status_code,item_list_customer_contract_life_cycle_status_code,item_list_validity_status_code,contract_label,customer_earliest_start,customer_latest_end,customer_label,sla,product_category,service_level_regex,otrs_version,system_type,feature_add_ons,cancellation_date,customer_country,concat_volume,concat_currency,cancellation_date_orca,end_customer_id,contract_item_logical_error,item_list_logical_error,customer_logical_error,date_logical_error,logical_error,churn
154,154,Canceled,Completed,OTRS Subscription - Service BASIC,10,Contracts On-Premise Old,Old Basic,2023-06-30 22:00:00,2022-06-30 22:00:00,Expired,,Old Basic,2023-06-30 22:00:00,2013-06-30 22:00:00,1,Canceled,Completed,Expired,cancelled,2013-06-30 22:00:00,2023-06-30 23:59:00,cancelled,SILVER,On-Premise,Silver,5.0.16,manual,No feature add-ons,,GERMANY,3995.0,EUR,2023-04-17 13:45:00,uMorL9Cy,False,False,False,False,False,1
155,155,Canceled,Completed,OTRS On-Premise GOLD,10,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2023-06-30 22:00:00,2022-06-30 22:00:00,Expired,50.0,OTRS On-Premise GOLD,2023-06-30 22:00:00,2020-06-30 22:00:00,1,Canceled,Completed,Expired,cancelled,2013-07-01 00:00:00,2023-06-30 23:59:00,cancelled,GOLD,On-Premise,Gold,4.0.11,auto,"['FAQ', 'Survey', 'GeneralCatalog', 'ImportExport', 'iPhoneHandle', 'ITSMChangeManagement', 'ITSMConfigurationManagement', 'ITSMCore', 'ITSMIncidentProblemManagement', 'ITSMServiceLevelManagement', 'OTRSBusiness']",2023-02-08 13:54:00,AUSTRIA,9995.0,EUR,2023-02-08 13:54:00,uxKffLf0,False,False,False,False,False,1
156,156,Canceled,Completed,OTRS SILVER,10,Contracts Managed OTRS,OTRS SILVER,2023-07-02 22:00:00,2022-07-02 22:00:00,Active,10.0,OTRS SILVER,2023-07-02 22:00:00,2019-07-02 22:00:00,1,Canceled,Completed,Active,cancelled,2019-07-02 22:00:00,2024-09-18 22:00:00,active,SILVER,SaaS,Silver,8.0.35,managed,"['OTRSDynamicFieldDatabase', 'OTRSAutomation', 'OTRSHideShowDynamicFields', 'OTRSReady2AdoptWebServices', 'OTRSSystemConfigurationHistory', 'OTRSConfigurationManagement', 'OTRSCustomerSpecificServices', 'OTRSEscalationSuspend', 'OTRSServiceManagement', 'OTRSTicketInvoker', 'SaaSUX3Base', 'SaaSPortalConnector', 'OTRSPrimarySecondary', 'Survey']",2023-05-03 07:27:00,GERMANY,4995.0,EUR,2023-05-03 07:27:00,41W93rIA,True,True,False,False,True,0
157,157,Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-07-25 22:00:00,2022-07-26 22:00:00,Expired,50.0,OTRS GOLD,2023-07-25 22:00:00,2019-07-26 22:00:00,1,Canceled,Completed,Expired,cancelled,2019-07-26 22:00:00,2023-07-26 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.45,managed,"['OTRSSystemConfigurationHistory', 'OTRSReady2AdoptProcesses', 'OTRSDynamicFieldDatabase', 'OTRSTicketForms', 'Survey', 'OTRSEscalationSuspend', 'SaaSPortalConnector', 'OTRSCalendarResourcePlanning', 'SaaSUX3Base']",,UNITED STATES OF AMERICA,10995.0,USD,2023-01-12 21:00:00,Iyninr13,False,False,False,False,False,1
158,158,Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-07-29 22:00:00,2022-07-29 22:00:00,Expired,50.0,OTRS GOLD,2023-07-29 22:00:00,2019-07-29 22:00:00,1,Canceled,Completed,Expired,cancelled,2019-07-29 22:00:00,2023-07-29 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.45,managed,"['OTRSSystemConfigurationHistory', 'OTRSRestorePendingInformation', 'OTRSBruteForceAttackProtection', 'OTRSDashboardNewsWidget', 'OTRSDynamicFieldDatabase', 'OTRSStatePreselectionResponseTemplates', 'SaaSPortalConnector', 'OTRSCustomerSpecificServices', 'OTRSCalendarResourcePlanning', 'SaaSUX3Base']",2023-05-08 05:36:00,GERMANY,15995.0,EUR,2023-05-08 07:55:00,E12iWKMY,False,False,False,False,False,1
159,159,Canceled,Completed,OTRS On-Premise GOLD,10,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2023-07-31 22:00:00,2022-07-31 22:00:00,Expired,50.0,OTRS On-Premise GOLD,2023-07-31 22:00:00,2019-07-31 22:00:00,1,Canceled,Completed,Expired,cancelled,2007-08-01 00:00:00,2023-07-31 23:59:00,cancelled,GOLD,On-Premise,Gold,7.0.42,auto,"['OTRSStatePreselectionResponseTemplates', 'OTRSReady2AdoptProcesses', 'OTRSMasterSlave', 'OTRSSystemConfigurationHistory', 'OTRSDynamicFieldDatabase', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldWebService', 'SystemMonitoring']",2023-05-08 10:08:00,GERMANY,9995.0,EUR,2023-05-08 10:08:00,ckwHlEph,False,False,False,False,False,1
160,160,Canceled,Completed,OTRS Business Solution™ Managed GOLD,10,Contracts Managed Old,"OTRS Business Solution, Managed GOLD",2023-08-02 22:00:00,2022-08-02 22:00:00,Active,50.0,OTRS Business Solution‚ Managed GOLD,2023-08-02 22:00:00,2015-08-02 22:00:00,1,Canceled,Completed,Active,cancelled,2015-08-02 22:00:00,2023-08-02 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.45,managed,"['OTRSSystemConfigurationHistory', 'OTRSDynamicFieldDatabase', 'OTRSServiceCategories', 'SystemMonitoring', 'Survey', 'SaaSPortalConnector', 'OTRSMasterSlave', 'OTRSTicketWatchlist', 'OTRSHideShowDynamicFields', 'GeneralCatalog', 'ImportExport', 'ITSMChangeManagement', 'ITSMConfigurationManagement', 'ITSMCore', 'ITSMIncidentProblemManagement', 'ITSMServiceLevelManagement', 'OTRSCalendarResourcePlanning', 'OTRSCustomerSpecificServices', 'SaaSUX3Base']",,SWITZERLAND,15600.0,EUR,2023-05-15 10:26:00,tnV0JFvC,True,True,False,False,True,1
161,161,Canceled,Completed,OTRS Contract - Service BASIC,10,Contracts On-Premise Old,Basic,2023-08-04 22:00:00,2022-08-04 22:00:00,Expired,,Basic,2023-08-04 22:00:00,2014-08-04 22:00:00,1,Canceled,Completed,Expired,cancelled,2014-08-04 22:00:00,2023-08-04 23:59:00,cancelled,SILVER,On-Premise,Silver,5.0.17,auto,"['FAQ', 'OTRSMasterSlave', 'OTRSTicketWorkflow', 'OTRSTicketMaskExtensions']",2022-10-27 10:18:00,GERMANY,3995.0,EUR,,f9eWxthk,False,False,False,False,False,1
162,162,Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-08-09 22:00:00,2022-08-09 22:00:00,Expired,50.0,OTRS GOLD,2023-08-09 22:00:00,2021-08-09 22:00:00,1,Canceled,Completed,Expired,cancelled,2021-08-09 22:00:00,2023-08-09 23:59:00,cancelled,GOLD,SaaS,Gold,8.0.35,managed,"['OTRSCustomContactFields', 'OTRSDynamicFieldDatabase', 'OTRSAutomation', 'OTRSSystemConfigurationHistory', 'SaaSPortalConnector', 'OTRSCalendarResourcePlanning', 'OTRSEscalationSuspend', 'OTRSServiceManagement', 'OTRSTicketAllocation', 'SaaSUX3Base']",,UNITED STATES OF AMERICA,12495.0,USD,2023-04-21 19:59:00,6uBEKBxY,False,False,False,False,False,1
163,163,Canceled,Completed,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2023-08-15 22:00:00,2023-08-15 22:00:00,Expired,50.0,OTRS On-Premise GOLD,2023-08-15 22:00:00,2022-08-15 22:00:00,2,Canceled,Completed,Expired,cancelled,2022-08-15 22:00:00,2023-08-15 23:59:00,cancelled,GOLD,On-Premise,Gold,8.0.27,auto,"['OTRSHideShowDynamicFields', 'OTRSSystemConfigurationHistory']",2023-01-13 10:51:00,GERMANY,14995.0,EUR,2023-01-13 10:51:00,fQrjZSq2,False,False,False,False,False,1
164,164,Canceled,Completed,OTRS SILVER ITSM Solution,10,Contracts Managed SOLS,OTRS SILVER ITSM Solution,2023-08-15 22:00:00,2022-08-15 22:00:00,Expired,10.0,OTRS SILVER ITSM Solution,2023-08-15 22:00:00,2022-08-15 22:00:00,1,Canceled,Completed,Expired,cancelled,2022-08-15 22:00:00,2023-08-15 23:59:00,cancelled,SILVER,SaaS,Silver,8.0.35,managed,"['OTRSReady2AdoptITSMProcesses', 'OTRSDynamicFieldCalculation', 'OTRSCustomerFrontendLinkObject', 'OTRSCustomContactFields', 'OTRSDynamicFieldDatabase', 'OTRSAutomation', 'OTRSDynamicFieldCI', 'OTRSSystemConfigurationHistory', 'OTRSHideShowDynamicFields', 'OTRSCIReferences', 'OTRSCIsInCustomerFrontend', 'OTRSDynamicFieldWebService', 'SaaSPortalConnector', 'OTRSCalendarResourcePlanning', 'OTRSConfigurationManagement', 'OTRSEscalationSuspend', 'OTRSPrimarySecondary', 'OTRSServiceManagement', 'SaaSUX3Base']",,GERMANY,6495.0,EUR,2023-06-12 14:22:00,0pwW2GF6,False,False,False,False,False,1
165,165,Canceled,Completed,OTRS GOLD,20,Contracts Managed OTRS,OTRS GOLD,2023-08-17 22:00:00,2023-02-17 23:00:00,Active,50.0,OTRS GOLD,2023-08-17 22:00:00,2020-08-17 22:00:00,2,Partially Canceled,Completed,Active,cancelled,2020-08-17 22:00:00,2024-01-17 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.46,managed,"['OTRSStatePreselectionResponseTemplates', 'OTRSSystemConfigurationHistory', 'OTRSMasterSlave', 'RBBHTTPHeaderSync', 'OTRSTicketInvoker', 'OTRSTicketForms', 'OTRSSpecificTicketNotifications', 'SaaSPortalConnector', 'OTRSDynamicFieldDatabase', 'OTRSCustomContactFields', 'OTRSCalendarResourcePlanning', 'OTRSAdjustSortTicketOverview', 'OTRSServiceBasedQueueRouting', 'SaaSUX3Base']",2023-09-08 05:50:00,GERMANY,7995.0,EUR,2023-05-17 10:32:00,TZ8IryLj,True,True,False,False,True,1
166,166,Canceled,Completed,OTRS SILVER 15 CA,10,Contracts Managed OTRS,OTRS SILVER 15 CA,2023-08-21 22:00:00,2022-08-21 22:00:00,Expired,15.0,OTRS SILVER 15 CA,2023-08-21 22:00:00,2022-08-21 22:00:00,1,Canceled,Completed,Expired,cancelled,2022-08-21 22:00:00,2023-08-21 23:59:00,cancelled,SILVER,SaaS,Silver 15 CA,8.0.35,managed,"['OTRSDynamicFieldDatabase', 'OTRSAutomation', 'OTRSSystemConfigurationHistory', 'OTRSTicketForms', 'OTRSCalendarResourcePlanning', 'OTRSConfigurationManagement', 'OTRSServiceManagement', 'SaaSUX3Base', 'SaaSPortalConnector']",,GERMANY,7995.0,EUR,2023-06-06 14:18:00,TWp7Ms7Y,False,False,False,False,False,1
167,167,Canceled,Completed,OTRS On-Premise SILVER,20,Contracts On-Premise OTRS,OTRS On-Premise SILVER,2023-08-25 22:00:00,2023-08-25 22:00:00,Expired,15.0,OTRS On-Premise SILVER 15 CA,2023-08-25 22:00:00,2019-08-25 22:00:00,2,Canceled,Completed,Expired,cancelled,2012-11-22 00:00:00,2023-08-25 23:59:00,cancelled,SILVER,On-Premise,Silver 15 CA,7.0.11,auto,"['OTRSTicketForms', 'OTRSMasterSlave', 'OTRSEscalationSuspend', 'OTRSCustomerSpecificServices', 'ITSMServiceLevelManagement', 'ITSMIncidentProblemManagement', 'ITSMConfigurationManagement', 'ITSMChangeManagement', 'ITSM', 'ImportExport', 'GeneralCatalog', 'ITSMCore', 'OTRSDynamicFieldWebService', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSSystemConfigurationHistory']",2022-08-02 09:08:00,SWEDEN,5995.0,EUR,2023-10-25 09:17:00,UShWU0HG,False,False,False,False,False,1
168,168,Canceled,Completed,OTRS On-Premise SILVER,10,Contracts On-Premise OTRS,OTRS On-Premise SILVER,2023-08-31 22:00:00,2022-08-31 22:00:00,Expired,10.0,OTRS On-Premise SILVER,2023-08-31 22:00:00,2021-08-31 22:00:00,1,Canceled,Completed,Expired,cancelled,2021-03-31 22:00:00,2024-03-31 22:00:00,cancelled,SILVER,On-Premise,Silver,7.0.31,auto,No feature add-ons,2023-08-21 08:36:00,LUXEMBOURG,6995.0,EUR,2023-08-28 13:42:00,WyPzaplW,False,False,False,False,False,1
169,169,Canceled,Completed,OTRS On-Premise PLATINUM,10,Contracts On-Premise OTRS,OTRS On-Premise PLATINUM,2023-09-01 22:00:00,2022-09-01 22:00:00,Expired,200.0,OTRS On-Premise PLATINUM,2023-09-01 22:00:00,2019-09-01 22:00:00,1,Canceled,Completed,Expired,cancelled,2019-09-01 22:00:00,2023-09-01 23:59:00,cancelled,PLATINUM,On-Premise,Platinum,6.0.21,auto,"['BullTicketActions', 'OTRSBusiness', 'NSCAgentAuth', 'FAQ', 'OTRSEscalationSuspend', 'BullAppointmentCalendar', 'BullCustomerInterface', 'BullCustomerDB', 'BullCustomerAuth', 'BullContractsEquipment', 'BullAPIExtensions', 'BullAgentInterface', 'BullTemplates', 'BullFAQ', 'BullTicketDynamicField']",,FRANCE,34995.0,EUR,2023-09-08 11:33:00,UkqAyHQ4,False,False,False,False,False,1
170,170,Canceled,Completed,OTRS On-Premise PLATINUM,10,Contracts On-Premise OTRS,OTRS On-Premise PLATINUM,2023-09-30 22:00:00,2022-09-30 22:00:00,Active,200.0,OTRS On-Premise PLATINUM,2023-09-30 22:00:00,2019-08-31 22:00:00,1,Canceled,Completed,Active,cancelled,2015-03-25 00:00:00,2023-09-30 23:59:00,cancelled,PLATINUM,On-Premise,Platinum,7.0.38,auto,"['ImportExport', 'OTRSSystemConfigurationHistory', 'OTRSReady2AdoptWebServices', 'OTRSReady2AdoptProcesses', 'OTRSDynamicFieldWebService', 'OTRSDynamicSenderAddresses', 'OTRSHideShowDynamicFields', 'OTRSTicketInvoker', 'OTRSReady2AdoptITSMProcesses', 'OTRSServiceCategories', 'OTRSDynamicFieldDatabase', 'OTRSMasterSlave', 'OTRSDynamicFieldCI', 'OTRSAdvancedEscalations', 'OTRSCIAssignmentAttributeDynamicFieldMap', 'OTRSCalendarResourcePlanning', 'OTRSAdvancedGenericAgent', 'ITSMCore', 'ITSMConfigurationManagement', 'GeneralCatalog', 'Survey', 'OTRSCustomerSpecificServices', 'SystemMonitoring']",2021-11-19 07:49:00,GERMANY,34995.0,EUR,2023-04-28 09:57:00,vGFcrZOZ,True,True,False,False,True,1
171,171,Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-09-30 22:00:00,2022-09-30 22:00:00,Active,70.0,OTRS GOLD,2023-09-30 22:00:00,2020-09-30 22:00:00,1,Canceled,Completed,Active,cancelled,2019-12-31 23:00:00,2023-12-31 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.44,managed,"['OTRSSystemConfigurationHistory', 'HRHTTPHeaderSync', 'SaaSUX3Base', 'OTRSMasterSlave', 'SaaSPortalConnector', 'OTRSTicketInvoker', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldWebService', 'OTRSServiceBasedQueueRouting', 'OTRSStatePreselectionResponseTemplates', 'Survey', 'OTRSTicketForms', 'OTRSCalendarResourcePlanning']",2023-07-13 13:31:00,GERMANY,19995.0,EUR,2023-07-13 13:31:00,ozcMQDf4,True,True,False,False,True,1
172,172,Canceled,Completed,OTRS SILVER,10,Contracts Managed OTRS,OTRS SILVER,2023-10-06 22:00:00,2022-10-06 22:00:00,Expired,2.0,OTRS SILVER,2023-10-06 22:00:00,2021-10-06 22:00:00,1,Canceled,Completed,Expired,cancelled,2021-10-06 22:00:00,2023-10-06 23:59:00,cancelled,SILVER,SaaS,Silver,8.0.36,managed,"['SaaSPortalConnector', 'OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSConfigurationManagement', 'OTRSDynamicFieldDatabase', 'OTRSServiceManagement', 'OTRSSystemConfigurationHistory', 'SaaSUX3Base']",2022-09-30 15:37:00,UNITED STATES OF AMERICA,3250.0,US-Dollar,2023-10-09 09:57:00,yj4RHj0q,False,False,False,False,False,1
173,173,Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-10-07 22:00:00,2022-10-07 22:00:00,Expired,50.0,OTRS GOLD,2023-10-07 22:00:00,2018-10-07 22:00:00,1,Canceled,Completed,Expired,cancelled,2013-03-01 00:00:00,2023-10-07 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.47,managed,"['OTRSSystemConfigurationHistory', 'OTRSHideShowDynamicFields', 'OTRSDynamicFieldDatabase', 'SaaSPortalConnector', 'OTRSCalendarResourcePlanning', 'OTRSCustomerSpecificServices', 'SaaSUX3Base']",2023-06-07 09:18:00,GERMANY,9995.0,Euro,2023-06-07 09:18:00,dmDzNxUt,False,False,False,False,False,1
174,174,Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-10-08 22:00:00,2022-10-08 22:00:00,Active,50.0,OTRS GOLD,2023-10-08 22:00:00,2021-10-08 22:00:00,1,Canceled,Completed,Active,cancelled,2017-10-09 00:00:00,2024-07-16 22:00:00,cancelled,GOLD,SaaS,Gold,7.0.47,managed,"['OTRSStatePreselectionResponseTemplates', 'OTRSSystemConfigurationHistory', 'SystemMonitoring', 'SaaSPortalConnector', 'OTRSTicketTimeUnitDropdown', 'OTRSTicketInvoker', 'OTRSMasterSlave', 'OTRSHideShowDynamicFields', 'OTRSEscalationSuspend', 'OTRSDynamicFieldDatabase', 'ITSMIncidentProblemManagement', 'OTRSCalendarResourcePlanning', 'ITSMServiceLevelManagement', 'ITSMCore', 'ITSMConfigurationManagement', 'ImportExport', 'GeneralCatalog', 'SaaSUX3Base', 'OTRSCustomerSpecificServices', 'TimeAccounting']",2022-04-26 08:14:00,GERMANY,17495.0,Euro,2023-05-26 07:40:00,J7fcIX2J,True,True,False,False,True,1
175,175,Canceled,Completed,OTRS On-Premise SILVER,10,Contracts On-Premise OTRS,OTRS On-Premise SILVER,2023-10-23 22:00:00,2022-10-23 22:00:00,Expired,10.0,OTRS On-Premise SILVER,2023-10-23 22:00:00,2022-10-23 22:00:00,1,Canceled,Completed,Expired,cancelled,2018-10-24 00:00:00,2023-10-23 23:59:00,cancelled,SILVER,On-Premise,Silver,7.0.23,auto,"['OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldWebService', 'OTRSReady2AdoptProcesses', 'OTRSSystemConfigurationHistory', 'OTRSCustomContactFields']",2022-09-19 11:10:00,AUSTRIA,7994.0,Euro,2023-06-14 09:25:00,Q59K5CoE,False,False,False,False,False,1
176,176,Canceled,Completed,OTRS On-Premise GOLD,10,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2023-10-25 22:00:00,2022-10-25 22:00:00,Expired,50.0,OTRS On-Premise GOLD,2023-10-25 22:00:00,2022-10-25 22:00:00,1,Canceled,Completed,Expired,cancelled,2015-10-26 00:00:00,2023-10-25 23:59:00,cancelled,GOLD,On-Premise,Gold,5.0.20,managed,"['OTRSBusiness', 'ITNTask', 'TimeAccounting', 'OTRSMasterSlave', 'OTRSAdminCustomerIDService', 'ITSMServiceLevelManagement', 'ITSMIncidentProblemManagement', 'ImportExport', 'ITSMConfigurationManagement', 'ITSMChangeManagement', 'GeneralCatalog', 'FAQ', 'ITSMCore', 'OTRSDynamicFieldConfigItem', 'OTRSTicketWorkflow']",2023-04-20 13:11:00,GERMANY,9995.0,Euro,2023-04-20 13:11:00,wVrURoeZ,False,False,False,False,False,1
177,177,Canceled,Completed,OTRS SILVER,10,Contracts Managed OTRS,OTRS SILVER,2023-10-31 23:00:00,2022-10-31 23:00:00,Active,10.0,OTRS SILVER,2023-10-31 23:00:00,2019-10-31 23:00:00,1,Canceled,Completed,Active,cancelled,2019-10-31 23:00:00,2023-10-31 23:59:00,cancelled,SILVER,SaaS,Silver,8.0.37,managed,"['SaaSPortalConnector', 'OTRSHideShowDynamicFields', 'OTRSDynamicFieldDatabase', 'OTRSSystemConfigurationHistory', 'OTRSAutomation', 'OTRSCalendarResourcePlanning', 'SaaSUX3Base']",,SWITZERLAND,4995.0,Euro,2023-08-14 14:22:00,tnDSMzaT,True,True,False,False,True,1
178,178,Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-10-31 23:00:00,2022-10-31 23:00:00,Expired,50.0,OTRS GOLD,2023-10-31 23:00:00,2019-10-31 23:00:00,1,Canceled,Completed,Expired,cancelled,2019-10-31 23:00:00,2023-10-31 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.47,managed,"['OTRSSystemConfigurationHistory', 'OTRSHideShowDynamicFields', 'SaaSPortalConnector', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'SaaSUX3Base']",,SWITZERLAND,15995.0,Euro,2023-08-14 14:22:00,tnDSMzaT,False,False,False,False,False,1
179,179,Canceled,Completed,OTRS On-Premise GOLD,10,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2023-10-31 23:00:00,2022-10-31 23:00:00,Active,50.0,OTRS On-Premise GOLD,2023-10-31 23:00:00,2020-10-31 23:00:00,1,Canceled,Completed,Active,cancelled,2014-03-01 00:00:00,2023-10-31 23:59:00,cancelled,GOLD,On-Premise,Gold,3.3.7,auto,"['GeneralCatalog', 'ImportExport', 'iPhoneHandle', 'ITSMConfigurationManagement', 'ITSMCore', 'OTRSTicketMaskExtensions', 'OTRSDynamicFieldDatabase', 'FAQ', 'Survey', 'SystemMonitoring', 'TimeAccounting']",2023-03-06 08:15:00,GERMANY,9995.0,Euro,2023-03-06 08:15:00,lgtYno04,True,True,False,False,True,1
180,180,Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-10-31 23:00:00,2023-02-02 23:00:00,Expired,50.0,OTRS GOLD,2023-10-31 23:00:00,2023-02-02 23:00:00,1,Canceled,Completed,Expired,cancelled,2021-02-02 23:00:00,2024-02-02 23:59:00,active,GOLD,SaaS,Gold,8.0.37,managed,"['SaaSPortalConnector', 'SystemMonitoring', 'OTRSServiceManagement', 'OTRSHideShowDynamicFields', 'OTRSEscalationSuspend', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldCI', 'OTRSCIAssignmentAttributeDynamicFieldMap', 'OTRSConfigurationManagement', 'OTRSCIReferences', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSSystemConfigurationHistory', 'OTRSCustomerSpecificServices', 'SaaSUX3Base']",,GERMANY,17495.0,Euro,,5hVjLF5v,False,False,True,False,True,1
181,181,Canceled,Completed,OTRS TITANIUM,10,Contracts Managed OTRS,OTRS TITANIUM,2023-11-01 23:00:00,2022-11-01 23:00:00,Expired,100.0,OTRS TITANIUM,2023-11-01 23:00:00,2019-11-01 23:00:00,1,Canceled,Completed,Expired,cancelled,2015-09-02 00:00:00,2023-11-01 23:59:00,cancelled,TITANIUM,SaaS,Titanium,8.0.37,managed,"['OTRSCustomerActivityWidget', 'OTRSDynamicFieldAttachment', 'OTRSDynamicFieldCI', 'OTRSServiceManagement', 'OTRSDynamicSenderAddresses', 'OTRSConfigurationManagement', 'OTRSSystemConfigurationHistory', 'OTRSDynamicFieldDatabase', 'OTRSCIReferences', 'OTRSAdvancedGenericAgent', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSAdvancedEscalations', 'SaaSPortalConnector', 'SaaSUX3Base']",2023-07-05 05:26:00,GERMANY,23995.0,Euro,2023-07-05 05:26:00,Ho4lD1Yr,False,False,False,False,False,1
182,182,Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-11-01 23:00:00,2022-11-01 23:00:00,Expired,50.0,OTRS GOLD,2023-11-01 23:00:00,2019-11-01 23:00:00,1,Canceled,Completed,Expired,cancelled,2015-09-02 00:00:00,2023-11-01 23:59:00,cancelled,GOLD,SaaS,Gold,8.0.37,managed,"['SaaSPortalConnector', 'OTRSServiceManagement', 'OTRSDynamicSenderAddresses', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldCI', 'OTRSDynamicFieldAttachment', 'OTRSCalendarResourcePlanning', 'OTRSCIReferences', 'OTRSAutomation', 'OTRSAdvancedGenericAgent', 'OTRSSystemConfigurationHistory', 'OTRSConfigurationManagement', 'SaaSUX3Base']",2023-07-05 05:26:00,GERMANY,9900.0,Euro,2023-07-05 05:26:00,Ho4lD1Yr,False,False,False,False,False,1
183,183,Canceled,Completed,OTRS Subscription - Service PROFESSIONAL,10,Contracts On-Premise Old,Old Professional,2023-11-14 23:00:00,2022-11-14 23:00:00,Expired,,Old Professional,2023-11-14 23:00:00,2012-11-14 23:00:00,1,Canceled,Completed,Expired,cancelled,2012-11-14 23:00:00,2023-11-14 23:59:00,cancelled,GOLD,On-Premise,Gold,4.0.14,auto,"['FAQ', 'TimeAccounting', 'SystemMonitoring', 'Survey', 'OTRSEscalationSuspend', 'OTRSTicketWorkflow', 'ITSMServiceLevelManagement', 'ITSMIncidentProblemManagement', 'ITSMCore', 'ITSMConfigurationManagement', 'ImportExport', 'iPhoneHandle', 'GeneralCatalog', 'OTRSMasterSlave', 'ITSMChangeManagement', 'OTRSTicketMaskExtensions']",,GERMANY,7995.0,Euro,2023-07-05 14:42:00,QLxGNGEY,False,False,False,False,False,1
184,184,Canceled,Completed,OTRS SILVER,10,Contracts Managed OTRS,OTRS SILVER,2023-11-16 23:00:00,2022-11-16 23:00:00,Expired,10.0,OTRS SILVER,2023-11-16 23:00:00,2021-11-16 23:00:00,1,Canceled,Completed,Expired,cancelled,2021-11-16 23:00:00,2024-11-16 23:00:00,active,SILVER,SaaS,Silver,8.0.37,managed,"['SaaSPortalConnector', 'SystemMonitoring', 'OTRSTicketWatchlist', 'OTRSSystemConfigurationHistory', 'OTRSServiceManagement', 'OTRSHideShowDynamicFields', 'OTRSEscalationSuspend', 'OTRSCIReferences', 'OTRSDynamicFieldCI', 'OTRSDynamicFieldAttachment', 'OTRSConfigurationManagement', 'OTRSAutomation', 'OTRSDynamicFieldDatabase', 'SaaSUX3Base']",,HUNGARY,3772.0,Euro,2023-07-19 09:38:00,e7WYLCXI,False,False,True,False,True,1
185,185,Cancellation Requested,In Process,OTRS Business Solution™ PROFESSIONAL,10,Contracts On-Premise Old,"OTRS Business Solution, PROFESSIONAL",2023-11-29 23:00:00,2022-11-29 23:00:00,Active,50.0,OTRS Business Solution‚ PROFESSIONAL,2023-11-29 23:00:00,2015-11-29 23:00:00,1,Cancellation Requested,In Process,Active,cancelled,2015-11-29 23:00:00,2023-11-29 23:59:00,cancelled,GOLD,On-Premise,Gold,6.0.19,auto,"['ConvertWinmailDat', 'DashboardMyLastChangedTickets', 'TicketAttachments', 'JIRAPackage', 'Out-Of-Office-Reply', 'Znuny4OTRS-AdvancedDynamicFields', 'SystemMonitoring', 'QuickOwnerChange', 'OTRSTicketInvoker', 'OTRSHideShowDynamicFields', 'OTRSCloneDB', 'OTRSBusiness', 'ITSMServiceLevelManagement', 'ITSMConfigurationManagement', 'ITSMCore', 'ITSMChangeManagement', 'ITSM', 'ImportExport', 'GeneralCatalog', 'FAQ', 'Znuny4OTRS-DownloadAllAttachments', 'ITSMIncidentProblemManagement', 'Znuny4OTRS-Repo']",2023-02-17 08:44:00,GERMANY,7995.0,Euro,2023-02-17 08:44:00,pfXd5mhy,False,False,False,False,False,1
