,Unnamed: 0,contract_item_cancellation_status_code,contract_item_customer_contract_life_cycle_status_code,contract_item_description,contract_item_internal_id,contract_item_product_category,contract_item_product_description,contract_item_support_end_date,contract_item_support_start_date,contract_item_validity_status_code,contract_item_concurrent_sessions,description,end_date_time,start_date_time,item_count,item_list_cancellation_status_code,item_list_customer_contract_life_cycle_status_code,item_list_validity_status_code,contract_label,customer_earliest_start,customer_latest_end,customer_label,sla,product_category,service_level_regex,otrs_version,system_type,feature_add_ons,cancellation_date,customer_country,concat_volume,concat_currency,cancellation_date_orca,end_customer_id,contract_item_logical_error,item_list_logical_error,customer_logical_error,date_logical_error,logical_error,churn
186,186,Cancellation Requested,In Process,OTRS On-Premise GOLD,10,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2023-11-30 23:00:00,2022-11-30 23:00:00,Active,50.0,OTRS On-Premise GOLD,2023-11-30 23:00:00,2020-11-30 23:00:00,1,Cancellation Requested,In Process,Active,cancelled,2013-10-01 00:00:00,2023-11-30 23:59:00,cancelled,GOLD,On-Premise,Gold,7.0.35,auto,"['OTRSSystemConfigurationHistory', 'OTRSReady2AdoptProcesses', 'OTRSDynamicFieldWebService', 'OTRSHideShowDynamicFields', 'GeneralCatalog', 'ImportExport', 'ITSM', 'ITSMChangeManagement', 'ITSMConfigurationManagement', 'ITSMCore', 'ITSMIncidentProblemManagement', 'ITSMServiceLevelManagement', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldCI', 'OTRSDynamicFieldDatabase', 'SystemMonitoring']",2023-06-06 14:42:00,AUSTRIA,7995.0,Euro,2023-05-15 09:29:00,WcdkRJ7h,False,False,False,False,False,1
187,187,Cancellation Requested,In Process,OTRS GOLD - Archivsystem,10,Contracts Managed OTRS,OTRS GOLD,2023-11-30 23:00:00,2022-11-30 23:00:00,Active,50.0,OTRS GOLD,2023-11-30 23:00:00,2022-11-30 23:00:00,1,Cancellation Requested,In Process,Active,cancelled,2013-11-28 00:00:00,2023-11-30 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.48,managed,"['SaaSPortalConnector', 'OTRSTicketWorkflow', 'OTRSTicketInvoker', 'OTRSTicketForms', 'OTRSSystemConfigurationHistory', 'OTRSCustomContactFields', 'OTRSDynamicFieldDatabase', 'OTRSCalendarResourcePlanning', 'ITSMCore', 'GeneralCatalog', 'SaaSUX3Base', 'OTRSMasterSlave', 'Survey']",2023-06-26 08:25:00,GERMANY,7995.0,Euro,2023-06-26 08:25:00,Zkxhxbn4,False,False,False,False,False,1
188,188,Cancellation Requested,In Process,OTRS PLATINUM,10,Contracts Managed OTRS,OTRS PLATINUM,2023-12-11 23:00:00,2022-12-11 23:00:00,Active,200.0,OTRS PLATINUM,2023-12-11 23:00:00,2019-12-11 23:00:00,1,Cancellation Requested,In Process,Active,cancelled,2006-04-01 00:00:00,2024-12-11 23:00:00,active,PLATINUM,SaaS,Platinum,2023.1.1,managed,"['SaaSPortalConnector', 'OTRSTicketInvoker', 'OTRSSystemConfigurationHistory', 'OTRSPrimarySecondary', 'OTRSHideShowDynamicFields', 'OTRSExtendedTicketStats', 'OTRSDynamicFieldAttachment', 'OTRSDynamicFieldDatabase', 'OTRSCustomContactFields', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'SaaSUX3Base', 'OTRSEscalationSuspend', 'Survey']",2023-08-10 08:38:00,GERMANY,43995.0,Euro,2023-08-10 12:17:00,aT8P5vXt,False,False,False,False,False,0
189,189,Cancellation Requested,In Process,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-12-11 23:00:00,2022-12-11 23:00:00,Active,50.0,OTRS GOLD,2023-12-11 23:00:00,2020-12-11 23:00:00,1,Cancellation Requested,In Process,Active,cancelled,2006-04-01 00:00:00,2024-12-11 23:00:00,active,GOLD,SaaS,Gold,2023.1.1,managed,"['OTRSHideShowDynamicFields', 'SaaSPortalConnector', 'OTRSTicketInvoker', 'OTRSSystemConfigurationHistory', 'OTRSPrimarySecondary', 'OTRSExtendedTicketStats', 'SaaSUX3Base', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldAttachment', 'OTRSCustomContactFields', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSEscalationSuspend', 'Survey']",2023-08-10 08:38:00,GERMANY,7995.0,Euro,2023-08-10 12:17:00,aT8P5vXt,False,False,False,False,False,0
190,190,Cancellation Requested,In Process,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-12-31 23:00:00,2022-12-31 23:00:00,Active,50.0,OTRS GOLD,2023-12-31 23:00:00,2019-12-31 23:00:00,1,Cancellation Requested,In Process,Active,cancelled,2019-12-31 23:00:00,2023-12-31 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.46,managed,"['OTRSStatePreselectionResponseTemplates', 'OTRSSystemConfigurationHistory', 'Survey', 'OTRSDynamicFieldWebService', 'OTRSMasterSlave', 'SaaSPortalConnector', 'HRHTTPHeaderSync', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSServiceBasedQueueRouting', 'OTRSTicketForms', 'OTRSTicketInvoker', 'SaaSUX3Base']",2023-07-13 13:31:00,GERMANY,7995.0,Euro,2023-07-13 13:31:00,ozcMQDf4,False,False,False,False,False,1
191,191,Not Canceled,Completed,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2023-04-17 22:00:00,2023-01-17 23:00:00,Expired,70.0,OTRS GOLD,2024-01-17 23:00:00,2023-01-17 23:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2020-08-17 22:00:00,2024-01-17 23:59:00,cancelled,GOLD,SaaS,Gold,7.0.48,managed,"['OTRSSystemConfigurationHistory', 'OTRSTicketForms', 'OTRSStatePreselectionResponseTemplates', 'RBBHTTPHeaderSync', 'OTRSTicketInvoker', 'OTRSSpecificTicketNotifications', 'SaaSPortalConnector', 'OTRSMasterSlave', 'OTRSDynamicFieldDatabase', 'OTRSCustomContactFields', 'OTRSCalendarResourcePlanning', 'OTRSAdjustSortTicketOverview', 'OTRSServiceBasedQueueRouting', 'SaaSUX3Base']",2023-09-08 05:50:00,GERMANY,21995.0,Euro,2023-05-17 10:32:00,TZ8IryLj,True,False,False,False,True,1
192,192,Cancellation Requested,In Process,OTRS GOLD,10,Contracts Managed OTRS,OTRS GOLD,2024-01-22 23:00:00,2023-01-22 23:00:00,Active,50.0,OTRS GOLD,2024-01-22 23:00:00,2023-01-22 23:00:00,1,Cancellation Requested,In Process,Active,cancelled,2018-01-23 00:00:00,2024-01-22 23:59:00,active,GOLD,SaaS,Gold,7.0.48,managed,"['SaaSPortalConnector', 'ImportExport', 'OTRSCalendarResourcePlanning', 'OTRSCustomContactFields', 'OTRSCustomerSpecificServices', 'OTRSDynamicFieldDatabase', 'OTRSHideShowDynamicFields', 'OTRSSystemConfigurationHistory', 'SaaSUX3Base']",,GERMANY,17495.0,Euro,2023-11-21 19:53:00,9HmUBcXw,False,False,False,False,False,0
193,193,Not Canceled,Completed,OTRS Supportvertrag - Serv. SILBER,10,Contracts On-Premise Old,Old Basic,2023-01-31 23:00:00,2022-01-31 23:00:00,Expired,,Old Basic,2024-01-31 23:00:00,2009-01-31 23:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2009-01-31 23:00:00,2024-01-31 23:00:00,cancelled,SILVER,On-Premise,Silver,3.1.6,manual,No feature add-ons,2023-06-22 06:57:00,GERMANY,1995.0,Euro,2023-06-22 06:57:00,6drFbFfa,True,False,False,False,True,1
194,194,Not Canceled,Completed,OTRS Business Solution™ BASIC,10,Contracts On-Premise Old,"OTRS Business Solution, BASIC",2023-01-31 23:00:00,2022-01-31 23:00:00,Expired,10.0,OTRS Business Solution‚ BASIC,2024-01-31 23:00:00,2017-01-31 23:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2012-02-01 00:00:00,2024-01-31 23:00:00,active,SILVER,On-Premise,Silver,0.0.0,manual,No feature add-ons,2023-09-26 13:12:00,GERMANY,3995.0,Euro,2023-09-26 13:12:00,IvmIHuMg,True,False,False,False,True,1
195,195,Not Canceled,Completed,OTRS On-Premise GOLD,10,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2023-03-31 22:00:00,2022-03-31 22:00:00,Expired,50.0,OTRS On-Premise GOLD,2024-03-31 22:00:00,2021-03-31 22:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2021-03-31 22:00:00,2024-03-31 22:00:00,cancelled,GOLD,On-Premise,Gold,7.0.31,auto,No feature add-ons,2023-08-21 08:36:00,LUXEMBOURG,15995.0,Euro,2023-08-28 13:42:00,WyPzaplW,True,False,False,False,True,1
196,196,Canceled,Completed,OTRS GOLD,30,Contracts Managed OTRS,OTRS GOLD,2023-04-27 22:00:00,2023-04-27 22:00:00,Expired,50.0,OTRS GOLD,2024-04-27 22:00:00,2022-04-27 22:00:00,3,Partially Canceled,In Process,Active,cancelled,2022-04-27 22:00:00,2024-04-27 22:00:00,cancelled,GOLD,SaaS,Gold,2023.1.1,managed,"['SaaSPortalConnector', 'OTRSAdvancedGenericAgent', 'OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSEscalationSuspend', 'OTRSHideShowDynamicFields', 'OTRSSystemConfigurationHistory', 'SaaSUX3Base']",,INDIA,17495.0,Euro,,TIIMKMsL,False,True,False,False,True,1
197,197,Cancellation Requested,In Process,OTRS On-Premise GOLD,10,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2024-04-30 22:00:00,2023-04-30 22:00:00,Active,50.0,OTRS On-Premise GOLD,2024-04-30 22:00:00,2023-04-30 22:00:00,1,Cancellation Requested,In Process,Active,cancelled,2017-02-01 00:00:00,2024-04-30 22:00:00,cancelled,GOLD,On-Premise,Gold,8.0.16,auto,"['OTRSDynamicFieldWebService', 'OTRSReady2AdoptProcesses', 'OTRSHideShowDynamicFields', 'OTRSDynamicFieldDatabase', 'OTRSSystemConfigurationHistory', 'OTRSCalendarResourcePlanning', 'Survey']",2023-05-16 07:42:00,GERMANY,12097.25,Euro,2023-05-16 07:42:00,1ENfIqwN,False,False,False,False,False,1
198,198,Cancellation Requested,In Process,OTRS On-Premise GOLD,10,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2024-04-30 22:00:00,2023-04-30 22:00:00,Active,50.0,OTRS On-Premise GOLD,2024-04-30 22:00:00,2023-04-30 22:00:00,1,Cancellation Requested,In Process,Active,cancelled,2012-10-18 00:00:00,2024-04-30 22:00:00,cancelled,GOLD,On-Premise,Gold,7.0.38,auto,"['ITSMIncidentProblemManagement', 'ImportExport', 'ITSMServiceLevelManagement', 'OTRSTicketInvoker', 'OTRSHideShowDynamicFields', 'OTRSSystemConfigurationHistory', 'OTRSStatePreselectionResponseTemplates', 'OTRSReady2AdoptWebServices', 'OTRSReady2AdoptProcesses', 'OTRSReady2AdoptITSMProcesses', 'OTRSDynamicFieldWebService', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldCI', 'OTRSCustomContactFields', 'OTRSCIAssignmentAttributeDynamicFieldMap', 'ITSMCore', 'ITSMConfigurationManagement', 'GeneralCatalog', 'RHAutoResponse', 'OTRSDynamicFieldDatabase', 'RHRestoreLastTicketState']",2023-06-29 09:06:00,GERMANY,11995.0,Euro,2023-06-29 09:06:00,iNUnNzxO,False,False,False,False,False,1
199,199,Cancellation Requested,In Process,OTRS On-Premise SILVER,20,Contracts On-Premise OTRS,OTRS On-Premise SILVER,2024-06-13 22:00:00,2023-06-13 22:00:00,Active,10.0,OTRS On-Premise SILVER,2024-06-13 22:00:00,2022-06-13 22:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2016-06-14 00:00:00,2024-06-13 22:00:00,cancelled,SILVER,On-Premise,Silver,8.0.14,auto,"['OTRSSystemConfigurationHistory', 'OTRSCalendarResourcePlanning', 'OTRSReady2AdoptProcesses', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldWebService', 'SystemMonitoring']",2023-04-25 07:17:00,GERMANY,6995.0,Euro,2023-04-25 07:17:00,qeMyeDq9,False,False,False,False,False,1
200,200,Cancellation Requested,In Process,OTRS Subscription - Service BASIC,20,Contracts On-Premise Old,Old Basic,2024-06-14 22:00:00,2023-06-14 22:00:00,Active,,Old Basic,2024-06-14 22:00:00,2011-06-14 22:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2011-06-14 22:00:00,2024-06-14 22:00:00,cancelled,SILVER,On-Premise,Silver,6.0.10,auto,"['OTRSTicketWatchlist', 'OTRSVIPCustomer', 'FAQ', 'OTRSBusiness']",2023-08-29 07:26:00,GERMANY,5495.0,Euro,2023-08-29 07:26:00,CSgNFk8T,False,False,False,False,False,1
201,201,Cancellation Requested,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2024-07-22 22:00:00,2023-07-22 22:00:00,Active,50.0,OTRS On-Premise GOLD,2024-07-22 22:00:00,2021-07-22 22:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2015-07-01 00:00:00,2024-07-22 22:00:00,cancelled,GOLD,On-Premise,Gold,7.0.45,auto,"['OTRSServiceBasedQueueRouting', 'OTRSReady2AdoptProcesses', 'OTRSReady2AdoptITSMProcesses', 'OTRSQueueResponsible', 'OTRSHideShowDynamicFields', 'OTRSSystemConfigurationHistory', 'OTRSEscalationSuspend', 'OTRSDynamicFieldWebService', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldCalculation', 'ITSMCore', 'OTRSCalendarResourcePlanning', 'ITSMServiceLevelManagement', 'ITSMIncidentProblemManagement', 'ITSMConfigurationManagement', 'ITSMChangeManagement', 'ITSM', 'ImportExport', 'GeneralCatalog', 'SystemMonitoring', 'OTRSCustomerSpecificServices', 'TimeAccounting']",,GERMANY,13495.0,Euro,2023-06-15 05:56:00,lclhkMxe,False,False,False,False,False,1
202,202,Cancellation Requested,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2024-07-29 22:00:00,2023-07-29 22:00:00,Active,50.0,OTRS On-Premise GOLD,2024-07-29 22:00:00,2020-07-29 22:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2020-07-29 22:00:00,2024-07-29 22:00:00,active,GOLD,On-Premise,Gold,7.0.47,auto,"['OTRSReady2AdoptWebServices', 'OTRSSystemConfigurationHistory', 'OTRSCalendarResourcePlanning', 'OTRSServiceBasedQueueRouting', 'OTRSMasterSlave', 'OTRSHideShowDynamicFields', 'OTRSDynamicFieldCI', 'OTRSCIReferences', 'OTRSAutomaticStartOfProcesses', 'OTRSTicketInvoker', 'ITSMIncidentProblemManagement', 'ITSMCore', 'ITSMConfigurationManagement', 'ITSMChangeManagement', 'ITSM', 'ImportExport', 'GeneralCatalog', 'ITSMServiceLevelManagement', 'OTRSTicketWatchlist']",2023-11-21 09:57:00,GERMANY,17196.0,Euro,2023-11-20 13:32:00,NnneEzjY,False,False,False,False,False,0
203,203,Cancellation Requested,In Process,OTRS Contract - Annual Support ENTRY ADV,20,Contracts On-Premise Old,Old Basic,2024-08-15 22:00:00,2023-08-15 22:00:00,Active,,Old Basic,2024-08-15 22:00:00,2004-08-15 22:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2004-08-15 22:00:00,2024-08-15 22:00:00,cancelled,SILVER,On-Premise,Silver,5.0.1,manual,"['FAQ', 'OTRSMasterSlave']",,GERMANY,4995.0,Euro,2023-06-29 06:36:00,5gw4WtWX,False,False,False,False,False,1
204,204,Not Canceled,Completed,OTRS On-Premise GOLD,10,Contracts On-Premise OTRS,OTRS On-Premise GOLD,2023-01-11 23:00:00,2022-10-11 22:00:00,Expired,50.0,OTRS On-Premise GOLD,2024-10-11 22:00:00,2022-10-11 22:00:00,4,Partial Cancellation Requested,In Process,Active,cancelled,2022-10-11 22:00:00,2024-10-11 22:00:00,cancelled,GOLD,On-Premise,Gold,8.0.36,auto,"['OTRSCloneDB', 'Survey', 'OTRSConfigurationManagement', 'OTRSPrimarySecondary', 'OTRSServiceManagement', 'OTRSSystemConfigurationHistory', 'OTRSTicketInvoker', 'SystemMonitoring']",,UNITED STATES OF AMERICA,15047.0,US-Dollar,,U00PI7xM,True,False,False,False,True,1
205,205,Cancellation Requested,In Process,OTRS On-Premise PLATINUM,20,Contracts On-Premise OTRS,OTRS On-Premise PLATINUM,2024-10-16 22:00:00,2023-10-16 22:00:00,Active,200.0,OTRS On-Premise PLATINUM,2024-10-16 22:00:00,2020-10-16 22:00:00,2,Partial Cancellation Requested,In Process,Active,cancelled,2020-10-16 22:00:00,2024-10-16 22:00:00,active,PLATINUM,On-Premise,Platinum,7.0.40,auto,"['OTRSMasterSlave', 'OTRSDynamicFieldDatabase', 'OTRSAdvancedEscalations', 'ITSMServiceLevelManagement', 'ITSMIncidentProblemManagement', 'ITSMCore', 'ITSM', 'ITSMChangeManagement', 'ImportExport', 'GeneralCatalog', 'OTRSDynamicFieldWebService', 'ITSMConfigurationManagement', 'OTRSSystemConfigurationHistory']",,AUSTRIA,25995.0,Euro,,Fs3qolwK,False,False,False,False,False,0
206,206,Not Canceled,In Process,OTRS GOLD,40,Contracts Managed OTRS,OTRS GOLD,2024-10-26 22:00:00,2023-10-26 22:00:00,Active,50.0,OTRS GOLD,2024-10-26 22:00:00,2020-10-26 23:00:00,4,Partially Canceled,In Process,Active,cancelled,2014-12-08 00:00:00,2024-10-26 22:00:00,cancelled,GOLD,SaaS,Gold,2023.1.1,managed,"['OTRSStatePreselectionResponseTemplates', 'OTRSTicketWatchlist', 'OTRSSystemConfigurationHistory', 'OTRSServiceManagement', 'SaaSPortalConnector', 'OTRSConfigurationManagement', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSDynamicFieldDatabase', 'SaaSUX3Base']",,GERMANY,15995.0,Euro,,JuFKu1yu,True,True,False,False,True,1
207,207,Not Canceled,In Process,OTRS GOLD,30,Contracts Managed OTRS,OTRS GOLD,2024-10-27 23:00:00,2023-10-27 22:00:00,Active,10.0,OTRS GOLD,2024-10-27 23:00:00,2021-10-27 22:00:00,3,Partially Canceled,In Process,Active,cancelled,2021-10-27 22:00:00,2024-10-27 23:00:00,cancelled,GOLD,SaaS,Gold,2023.1.1,managed,"['OTRSStatePreselectionResponseTemplates', 'SaaSPortalConnector', 'OTRSSystemConfigurationHistory', 'OTRSEscalationSuspend', 'SaaSUX3Base', 'OTRSDynamicFieldDatabase', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSAdvancedEditor', 'OTRSDynamicSenderAddresses', 'Survey']",,UNITED STATES OF AMERICA,5200.0,US-Dollar,,B1pWck63,True,True,False,False,True,1
