[1]{'Version'}[1]{'ContractItem'}[1]{'CancellationStatusCode'}[1]{'Content'},[1]{'Version'}[1]{'ContractItem'}[1]{'CustomerContractLifeCycleStatusCode'}[1]{'Content'},[1]{'Version'}[1]{'ContractItem'}[1]{'Description'}[1]{'Content'},[1]{'Version'}[1]{'ContractItem'}[1]{'InternalID'}[1]{'Content'},[1]{'Version'}[1]{'ContractItem'}[1]{'ProductCategory'}[1]{'Content'},[1]{'Version'}[1]{'ContractItem'}[1]{'ProductDescription'}[1]{'Content'},[1]{'Version'}[1]{'ContractItem'}[1]{'SupportEndDate'}[1]{'Content'},[1]{'Version'}[1]{'ContractItem'}[1]{'SupportStartDate'}[1]{'Content'},[1]{'Version'}[1]{'ContractItem'}[1]{'ValidityStatusCode'}[1]{'Content'},[1]{'Version'}[1]{'ContractItem'}[1]{'ConcurrentSessions'}[1]{'Content'},[1]{'Version'}[1]{'Description'}[1]{'Content'},[1]{'Version'}[1]{'EndDateTime'}[1]{'Content'},[1]{'Version'}[1]{'StartDateTime'}[1]{'Content'},[1]{'Version'}[1]{'ItemCount'}[1]{'Content'},[1]{'Version'}[1]{'ItemListCancellationStatusCode'}[1]{'Content'},[1]{'Version'}[1]{'ItemListCustomerContractLifeCycleStatusCode'}[1]{'Content'},[1]{'Version'}[1]{'ItemListValidityStatusCode'}[1]{'Content'},[1]{'Version'}[1]{'SAPInternalID'}[1]{'Content'},contract_label,customer_earliest_start,customer_latest_end,customer_label,SLA,ProductCategory,service_level_regex,otrs_version,system_type,feature_add_ons,cancellation_date,customer_country,concat_volume,concat_currency,cancellation_date_orca,xml_key,[1]{'Version'}[1]{'EndCustomerID'}[1]{'Content'},[1]{'Version'}[1]{'OTRSSystemID'}[1]{'Content'}
Not Canceled,In Process,OTRS TITANIUM,20,Contracts Managed OTRS,OTRS TITANIUM,5/28/24 22:00,5/28/23 22:00,Active,75,OTRS TITANIUM,5/28/24 22:00,5/28/21 22:00,2,Not Canceled,In Process,Active,C3331,active,5/28/21 22:00,5/28/24 22:00,active,TITANIUM,SaaS,Titanium,2023.1.1,managed,"['SaaSUX3Base', 'SaaSPortalConnector', 'OTRSSystemConfigurationHistory', 'OTRSServiceManagement', 'OTRSPrimarySecondary', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldAttachment', 'OTRSConfigurationManagement', 'OTRSCIReferences', 'OTRSAutomation', 'OTRSAgentEmailInterface', 'Survey', 'OTRSDynamicFieldCI', 'SystemMonitoring']",No data,MEXICO,"20.246,00",US-Dollar,No data,8801,FcffjJ7W,18122
Not Canceled,In Process,OTRS GOLD,20,Contracts Managed OTRS,OTRS GOLD,5/31/24 22:00,5/31/23 22:00,Active,25,OTRS GOLD,5/31/24 22:00,5/31/20 22:00,2,Not Canceled,In Process,Active,C3027,active,5/31/20 22:00,5/31/24 22:00,active,GOLD,SaaS,Gold,2023.1.1,managed,"['OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSConfigurationManagement', 'OTRSDynamicFieldDatabase', 'OTRSServiceManagement', 'OTRSSystemConfigurationHistory', 'OTRSTicketWatchlist', 'SaaSPortalConnector', 'SaaSUX3Base']",No data,GERMANY,"10.995,00",Euro,No data,9681,X2yfOf1N,12435
Not Canceled,In Process,OTRS SILVER 15 CA,20,Contracts Managed OTRS,OTRS SILVER 15 CA,5/31/24 22:00,5/31/23 22:00,Active,15,OTRS SILVER 15 CA,5/31/24 22:00,5/31/21 22:00,2,Not Canceled,In Process,Active,C3317,active,8/30/16 0:00,5/31/24 22:00,active,SILVER,SaaS,Silver 15 CA,2023.1.1,managed,"['SaaSPortalConnector', 'OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSDashboardNewsWidget', 'OTRSDynamicFieldDatabase', 'OTRSRestorePendingInformation', 'OTRSStatePreselectionResponseTemplates', 'OTRSSystemConfigurationHistory', 'SaaSUX3Base']",No data,AUSTRIA,"7.995,00",Euro,No data,9198,nZtFbzTB,12246
Not Canceled,In Process,OTRS GOLD,20,Contracts Managed OTRS,OTRS GOLD,5/31/24 22:00,5/31/23 22:00,Active,50,OTRS GOLD,5/31/24 22:00,5/31/22 22:00,2,Not Canceled,In Process,Active,C4161,active,5/31/22 22:00,5/31/24 22:00,active,GOLD,SaaS,Gold,2023.1.1,managed,"['OTRSTicketInvoker', 'OTRSSystemConfigurationHistory', 'OTRSServiceBasedQueueRouting', 'OTRSHideShowDynamicFields', 'OTRSEscalationSuspend', 'OTRSCustomContactFields', 'OTRSDynamicFieldDatabase', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSAutomaticStartOfProcesses', 'SaaSPortalConnector', 'OTRSDynamicFieldWebService', 'SaaSUX3Base']",No data,GERMANY,"17.495,00",Euro,No data,768,5BMfZ1bI,17759
Not Canceled,In Process,OTRS SILVER 5 CA,20,Contracts Managed OTRS,OTRS SILVER 5 CA,6/7/24 22:00,6/7/23 22:00,Active,5,OTRS SILVER 5 CA,6/7/24 22:00,6/7/22 22:00,2,Not Canceled,In Process,Active,C4231,active,6/7/22 22:00,6/7/24 22:00,active,SILVER,SaaS,Silver 5 CA,2023.1.1,managed,"['OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSCustomContactFields', 'OTRSDynamicFieldDatabase', 'OTRSReady2AdoptProcesses', 'OTRSSystemConfigurationHistory', 'SaaSPortalConnector', 'SaaSUX3Base']",No data,UNITED STATES OF AMERICA,"3.995,00",US-Dollar,No data,1244,8PtYxJi7,18900
Not Canceled,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,6/11/24 22:00,6/11/23 22:00,Active,50,OTRS On-Premise GOLD,6/11/24 22:00,6/11/22 22:00,2,Not Canceled,In Process,Active,C4342,active,6/12/19 0:00,6/11/24 22:00,active,GOLD,On-Premise,Gold,8.0.36,auto,"['OTRSStatePreselectionResponseTemplates', 'Survey']",No data,ALGERIA,"16.753,59",Euro,No data,192,Rca9Q1Sr,12810
Not Canceled,In Process,OTRS GOLD,20,Contracts Managed OTRS,OTRS GOLD,6/14/24 22:00,6/14/23 22:00,Active,50,OTRS GOLD,6/14/24 22:00,6/14/22 22:00,2,Not Canceled,In Process,Active,C4258,active,5/16/16 0:00,6/14/24 22:00,active,GOLD,SaaS,Gold,2023.1.1,managed,"['OTRSTicketWatchlist', 'OTRSSystemConfigurationHistory', 'OTRSServiceManagement', 'OTRSHideShowDynamicFields', 'OTRSEscalationSuspend', 'OTRSConfigurationManagement', 'OTRSDynamicFieldCI', 'OTRSCIReferences', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'SaaSPortalConnector', 'OTRSDynamicFieldDatabase', 'SaaSUX3Base']",7/11/22 15:42,GERMANY,"9.995,00",Euro,No data,4871,j4dAkwVC,14703
Not Canceled,In Process,OTRS SILVER,20,Contracts Managed OTRS,OTRS SILVER,6/19/24 22:00,6/19/23 22:00,Active,10,OTRS SILVER,6/19/24 22:00,6/19/22 22:00,2,Not Canceled,In Process,Active,C4273,active,6/19/22 22:00,6/19/24 22:00,active,SILVER,SaaS,Silver,2023.1.1,managed,"['SaaSPortalConnector', 'OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSStatePreselectionResponseTemplates', 'OTRSSystemConfigurationHistory', 'SaaSUX3Base']",No data,GERMANY,"5.495,00",Euro,No data,3443,u438aYk5,17551
Not Canceled,In Process,OTRS TITANIUM,10,Contracts Managed OTRS,OTRS TITANIUM,6/30/24 22:00,6/30/23 22:00,Active,100,OTRS TITANIUM porschefinance.hu,6/30/24 22:00,6/30/23 22:00,1,Not Canceled,In Process,Active,381,active,7/1/19 0:00,6/30/24 22:00,active,TITANIUM,SaaS,Titanium,2023.1.1,managed,"['OTRSFocusTopics', 'OTRSTicketWatchlist', 'OTRSTicketInvoker', 'OTRSSystemConfigurationHistory', 'OTRSStatePreselectionResponseTemplates', 'OTRSProcessManagementArticleEmail', 'OTRSHideShowDynamicFields', 'OTRSExtendedTicketStats', 'SaaSPortalConnector', 'OTRSDeleteAttachments', 'OTRSCustomerActivityWidget', 'OTRSCustomContactFields', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSAdvancedTicketOverview', 'OTRSAdvancedTicketArticleForward', 'OTRSDynamicFieldDatabase', 'SaaSUX3Base']",No data,HUNGARY,"14.758,00",Euro,No data,3728,dmFRTjAs,14912
Not Canceled,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,7/3/24 22:00,7/3/23 22:00,Active,50,OTRS On-Premise GOLD,7/3/24 22:00,7/3/19 22:00,2,Not Canceled,In Process,Active,C2349,active,7/4/16 0:00,7/3/24 22:00,active,GOLD,On-Premise,Gold,8.0.37,auto,"['OTRSSystemConfigurationHistory', 'OTRSCalendarResourcePlanning', 'OTRSCustomerFrontendLinkObject', 'OTRSCustomerSpecificServices', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldWebService', 'OTRSEscalationSuspend', 'OTRSHideShowDynamicFields', 'OTRSPrimarySecondary', 'OTRSReady2AdoptProcesses', 'OTRSTicketWatchlist']",No data,SLOVENIA,"8.995,00",Euro,No data,3726,V2zSF0at,19013
Not Canceled,In Process,OTRS On-Premise SILVER,20,Contracts On-Premise OTRS,OTRS On-Premise SILVER,7/4/24 22:00,7/4/23 22:00,Active,10,OTRS On-Premise SILVER,7/4/24 22:00,7/4/21 22:00,2,Not Canceled,In Process,Active,C3639,active,6/19/17 0:00,8/15/24 22:00,active,SILVER,On-Premise,Silver,7.0.40,auto,"['OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldWebService', 'OTRSReady2AdoptProcesses', 'OTRSSystemConfigurationHistory']",No data,GERMANY,"3.995,00",Euro,No data,163,uViP7tmL,11651
Not Canceled,In Process,OTRS GOLD 25 CA,20,Contracts Managed OTRS,OTRS GOLD 25 CA,7/5/24 22:00,7/5/23 22:00,Active,25,OTRS GOLD 25 CA,7/5/24 22:00,7/5/20 22:00,2,Not Canceled,In Process,Active,C3053,active,7/5/20 22:00,7/5/24 22:00,active,25 CA Contract,SaaS,Gold 25 CA,2023.1.1,managed,"['OTRSHideShowDynamicFields', 'OTRSTicketInvoker', 'OTRSSystemConfigurationHistory', 'OTRSStatePreselectionResponseTemplates', 'OTRSServiceManagement', 'OTRSEscalationSuspend', 'SaaSPortalConnector', 'OTRSDynamicFieldCI', 'OTRSCustomerSpecificServices', 'OTRSConfigurationManagement', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSAdvancedGenericAgent', 'OTRSDynamicFieldDatabase', 'SaaSUX3Base']",No data,GERMANY,"10.995,00",Euro,No data,9366,u2naN3ir,18529
Not Canceled,In Process,OTRS Professional Edition,20,Contracts On-Premise Old,Professional,7/16/24 22:00,7/16/23 22:00,Active,,Professional,7/16/24 22:00,7/16/14 22:00,2,Not Canceled,In Process,Active,C0854,active,7/16/14 22:00,7/16/24 22:00,active,GOLD,On-Premise,Gold,3.3.8,manual,"['iPhoneHandle', 'OTRSTicketMaskExtensions', 'Support']",No data,UNITED STATES OF AMERICA,"9.995,00",US-Dollar,No data,3070,jPWOtrv9,10373
Not Canceled,In Process,OTRS GOLD,20,Contracts Managed OTRS,OTRS GOLD,7/16/24 22:00,7/16/23 22:00,Active,50,OTRS GOLD,7/16/24 22:00,7/16/22 22:00,2,Not Canceled,In Process,Active,C4366,active,7/17/17 0:00,7/16/24 22:00,active,GOLD,SaaS,Gold,7.0.48,managed,"['SaaSPortalConnector', 'OTRSSystemConfigurationHistory', 'OTRSMasterSlave', 'OTRSDynamicSenderAddresses', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldCI', 'OTRSCalendarResourcePlanning', 'OTRSCICustomSearch', 'ITSMCore', 'ITSMConfigurationManagement', 'ImportExport', 'GeneralCatalog', 'SaaSUX3Base', 'OTRSCustomContactFields', 'SystemMonitoring']",7/22/21 13:26,GERMANY,"17.995,00",Euro,No data,1534,V5ezdfK8,18984
Not Canceled,In Process,OTRS GOLD,20,Contracts Managed OTRS,OTRS GOLD,7/17/24 22:00,7/17/23 22:00,Active,50,OTRS GOLD,7/17/24 22:00,7/17/22 22:00,2,Not Canceled,In Process,Active,C4330,active,11/1/12 0:00,7/17/24 22:00,active,GOLD,SaaS,Gold,2023.1.1,managed,"['OTRSServiceManagement', 'SaaSPortalConnector', 'OTRSTicketInvoker', 'OTRSSystemConfigurationHistory', 'OTRSProcessManagementArticleEmail', 'SaaSUX3Base', 'OTRSDynamicFieldDatabase', 'OTRSCustomContactFields', 'OTRSConfigurationManagement', 'OTRSAutomation', 'OTRSAdvancedGenericAgent', 'OTRSEscalationSuspend', 'Survey']",9/3/15 9:24,GERMANY,"17.495,00",Euro,No data,5759,es68WUXz,16285
Not Canceled,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,7/29/24 22:00,7/29/23 22:00,Active,50,OTRS On-Premise GOLD,7/29/24 22:00,7/29/18 22:00,2,Not Canceled,In Process,Active,C1964,active,7/30/14 0:00,7/29/24 22:00,active,GOLD,On-Premise,Gold,8.0.37,auto,"['OTRSServiceManagement', 'OTRSCalendarResourcePlanning', 'OTRSConfigurationManagement', 'OTRSDynamicFieldDatabase', 'OTRSDynamicFieldWebService', 'OTRSPrimarySecondary', 'OTRSReady2AdoptProcesses', 'OTRSSystemConfigurationHistory']",No data,GERMANY,"17.495,00",Euro,No data,1211,27cpfE1n,12286
Not Canceled,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,7/30/24 22:00,7/30/23 22:00,Active,50,OTRS On-Premise GOLD,7/30/24 22:00,7/30/19 22:00,2,Not Canceled,In Process,Active,C2460,active,7/30/19 22:00,10/1/24 22:00,active,GOLD,On-Premise,Gold,8.0.28,auto,"['OTRSReady2AdoptProcesses', 'OTRSHideShowDynamicFields', 'OTRSCacheMemcachedFast', 'OTRSTicketInvoker', 'OTRSSystemConfigurationHistory', 'OTRSServiceManagement', 'OTRSReady2AdoptWebServices', 'OTRSReady2AdoptITSMProcesses', 'OTRSDynamicFieldWebService', 'OTRSCustomContactFields', 'OTRSDynamicFieldCI', 'OTRSCustomerSpecificServices', 'OTRSConfigurationManagement', 'OTRSCalendarResourcePlanning', 'OTRSTicketWatchlist', 'OTRSDynamicFieldDatabase', 'SystemMonitoring']",No data,GERMANY,"13.995,00",Euro,No data,6645,Kz7P93Qq,16295
Not Canceled,In Process,Storage Extension 1TB,30,Other Contract Related Business,Storage Extension 1TB,8/4/24 22:00,8/4/23 22:00,Active,,OTRS GOLD 25 CA 1 TB Storageextension,8/4/24 22:00,8/4/19 22:00,3,Not Canceled,In Process,Active,C2369,active,8/4/19 22:00,8/4/24 22:00,active,25 CA Contract,SaaS,Gold 25 CA,2023.1.1,managed,"['OTRSServiceManagement', 'OTRSHideShowDynamicFields', 'SaaSPortalConnector', 'OTRSSystemConfigurationHistory', 'OTRSEscalationSuspend', 'SaaSUX3Base', 'OTRSDynamicFieldAttachment', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSAdvancedGenericAgent', 'OTRSDynamicFieldDatabase', 'Survey']",No data,AUSTRIA,"9.995,00",Euro,No data,3394,5Z06yUV2,13394
Not Canceled,In Process,OTRS GOLD,20,Contracts Managed OTRS,OTRS GOLD,8/14/24 22:00,8/14/23 22:00,Active,50,OTRS GOLD,8/14/24 22:00,8/14/19 22:00,2,Not Canceled,In Process,Active,C2552,active,1/1/14 0:00,8/14/24 22:00,active,GOLD,SaaS,Gold,2023.1.1,managed,"['OTRSSystemConfigurationHistory', 'OTRSDynamicFieldDatabase', 'SaaSPortalConnector', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSDeleteAttachments', 'SaaSUX3Base']",No data,AUSTRIA,"10.995,00",Euro,No data,4541,ELEzJsIk,10409
Not Canceled,In Process,OTRS GOLD,20,Contracts Managed OTRS,OTRS GOLD,8/14/24 22:00,8/14/23 22:00,Active,25,OTRS GOLD,8/14/24 22:00,8/14/22 22:00,2,Not Canceled,In Process,Active,C4249,active,8/14/22 22:00,8/14/24 22:00,active,GOLD,SaaS,Gold,2023.1.1,managed,"['SaaSUX3Base', 'OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSEscalationSuspend', 'OTRSReady2AdoptProcesses', 'OTRSServiceBasedQueueRouting', 'OTRSSystemConfigurationHistory', 'OTRSTicketForms', 'SaaSPortalConnector', 'Survey']",No data,BRAZIL,"10.299,00",US-Dollar,No data,883,84CQ6ttG,10511
Not Canceled,In Process,OTRS On-Premise SILVER,20,Contracts On-Premise OTRS,OTRS On-Premise SILVER,8/15/24 22:00,8/15/23 22:00,Active,10,OTRS On-Premise SILVER,8/15/24 22:00,8/15/21 22:00,2,Not Canceled,In Process,Active,C3640,active,6/19/17 0:00,8/15/24 22:00,active,SILVER,On-Premise,Silver,8.0.31,auto,"['OTRSSystemConfigurationHistory', 'OTRSCalendarResourcePlanning', 'OTRSConfigurationManagement', 'OTRSDeleteAttachments', 'OTRSDynamicFieldWebService', 'OTRSEscalationSuspend', 'OTRSReady2AdoptProcesses', 'OTRSServiceManagement', 'OTRSTicketForms']",No data,GERMANY,"3.495,00",Euro,No data,8003,uViP7tmL,12176
Not Canceled,In Process,OTRS TITANIUM,20,Contracts Managed OTRS,OTRS TITANIUM,8/21/24 22:00,8/21/23 22:00,Active,100,OTRS TITANIUM kostal.com,8/21/24 22:00,8/21/22 22:00,2,Not Canceled,In Process,Active,C4485,active,11/19/12 0:00,8/21/24 22:00,active,TITANIUM,SaaS,Titanium,2023.1.1,managed,"['SaaSPortalConnector', 'OTRSTicketInvoker', 'OTRSSystemConfigurationHistory', 'OTRSStatePreselectionResponseTemplates', 'OTRSServiceManagement', 'OTRSHideShowDynamicFields', 'OTRSDynamicFieldDatabase', 'OTRSCustomContactFields', 'OTRSCustomerFrontendLinkObject', 'OTRSConfigurationManagement', 'OTRSCategoriesForTextModules', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSDynamicFieldCI', 'SaaSUX3Base']",10/26/17 9:03,GERMANY,"23.995,00",Euro,No data,5027,yKQdd1tg,12408
Not Canceled,In Process,OTRS GOLD 25 CA,10,Contracts Managed OTRS,OTRS GOLD 25 CA,8/23/24 22:00,8/23/23 22:00,Active,25,OTRS GOLD 25 CA,8/23/24 22:00,8/23/23 22:00,1,Not Canceled,In Process,Active,605,active,8/23/22 22:00,8/23/24 22:00,cancelled,25 CA Contract,SaaS,Gold 25 CA,2023.1.1,managed,"['SaaSPortalConnector', 'OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSSystemConfigurationHistory', 'SaaSUX3Base']",No data,UNITED STATES OF AMERICA,10750,USD,No data,1977,RvwQDNI3,10862
Not Canceled,In Process,OTRS SILVER,20,Contracts Managed OTRS,OTRS SILVER,8/31/24 22:00,8/31/23 22:00,Active,10,OTRS SILVER,8/31/24 22:00,8/31/18 22:00,2,Not Canceled,In Process,Active,C1923,active,8/31/18 22:00,8/31/24 22:00,active,SILVER,SaaS,Silver,2023.1.1,managed,"['OTRSPrimarySecondary', 'OTRSSystemConfigurationHistory', 'OTRSHideShowDynamicFields', 'SaaSPortalConnector', 'OTRSDynamicFieldDatabase', 'OTRSCalendarResourcePlanning', 'OTRSAutomation', 'OTRSEscalationSuspend', 'SaaSUX3Base']",No data,GERMANY,"5.495,00",Euro,No data,4757,wuvJX3hp,15277
Not Canceled,In Process,Storage Extension 1TB,30,Other Contract Related Business,Storage Extension 1TB,8/31/24 22:00,9/27/23 22:00,Active,,OTRS GOLD,8/31/24 22:00,8/31/18 22:00,3,Not Canceled,In Process,Active,C1922,active,8/31/18 22:00,8/31/24 22:00,active,GOLD,SaaS,Gold,2023.1.1,managed,"['SaaSPortalConnector', 'OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSEscalationSuspend', 'OTRSHideShowDynamicFields', 'OTRSPrimarySecondary', 'OTRSSystemConfigurationHistory', 'SaaSUX3Base']",No data,GERMANY,"17.495,00",Euro,No data,2261,wuvJX3hp,18945
Not Canceled,In Process,OTRS PLATINUM,20,Contracts Managed OTRS,OTRS PLATINUM,8/31/24 22:00,8/31/23 22:00,Active,200,OTRS PLATINUM,8/31/24 22:00,8/31/21 22:00,2,Not Canceled,In Process,Active,C2902,active,10/1/14 0:00,8/31/24 22:00,active,PLATINUM,SaaS,Platinum,2023.1.1,managed,"['SaaSPortalConnector', 'OTRSAutomation', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSServiceBasedQueueRouting', 'OTRSStatePreselectionResponseTemplates', 'OTRSSystemConfigurationHistory', 'SaaSUX3Base']",No data,GERMANY,"41.880,00",Euro,No data,4385,RrexLtTw,18908
Not Canceled,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,9/13/24 22:00,9/13/23 22:00,Active,50,OTRS On-Premise GOLD,9/13/24 22:00,9/13/20 22:00,2,Not Canceled,In Process,Active,C3234,active,9/15/18 0:00,9/13/24 22:00,active,GOLD,On-Premise,Gold,8.0.24,auto,"['OTRSSystemConfigurationHistory', 'OTRSCalendarResourcePlanning', 'OTRSCIReferences', 'OTRSConfigurationManagement', 'OTRSCustomerFrontendLinkObject', 'OTRSDynamicFieldAttachment', 'OTRSDynamicFieldCI', 'OTRSHideShowDynamicFields', 'OTRSServiceManagement', 'SystemMonitoring']",8/9/16 9:25,UNITED STATES OF AMERICA,"10.995,00",US-Dollar,No data,5608,xdc9ypH5,19528
Not Canceled,In Process,OTRS On-Premise SILVER,20,Contracts On-Premise OTRS,OTRS On-Premise SILVER,9/16/24 22:00,9/16/23 22:00,Active,10,OTRS On-Premise SILVER,9/16/24 22:00,9/16/20 22:00,2,Not Canceled,In Process,Active,C3174,active,2/5/19 0:00,9/16/24 22:00,active,SILVER,On-Premise,Silver,8.0.37,auto,"['OTRSTicketWatchlist', 'OTRSCalendarResourcePlanning', 'OTRSConfigurationManagement', 'OTRSDynamicFieldDatabase', 'OTRSReady2AdoptITSMProcesses', 'OTRSReady2AdoptProcesses', 'OTRSServiceManagement', 'OTRSSystemConfigurationHistory', 'OTRSTicketQueueSelection', 'SystemMonitoring']",No data,UNITED STATES OF AMERICA,"0,00",US-Dollar,No data,6574,PwEM6THQ,10927
Not Canceled,In Process,OTRS GOLD,20,Contracts Managed OTRS,OTRS GOLD,9/18/24 22:00,9/18/23 22:00,Active,50,OTRS GOLD,9/18/24 22:00,9/18/19 22:00,2,Not Canceled,In Process,Active,C2500,active,7/2/19 22:00,9/18/24 22:00,active,GOLD,SaaS,Gold,2023.1.1,managed,"['OTRSReady2AdoptWebServices', 'SaaSPortalConnector', 'OTRSTicketInvoker', 'OTRSSystemConfigurationHistory', 'OTRSServiceManagement', 'OTRSPrimarySecondary', 'SaaSUX3Base', 'OTRSEscalationSuspend', 'OTRSDynamicFieldDatabase', 'OTRSCustomerSpecificServices', 'OTRSConfigurationManagement', 'OTRSAutomation', 'OTRSHideShowDynamicFields', 'Survey']",5/3/23 7:27,GERMANY,"17.495,00",Euro,5/3/23 7:27,1927,41W93rIA,10816
Not Canceled,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,9/22/24 22:00,9/22/23 22:00,Active,50,OTRS On-Premise GOLD,9/22/24 22:00,9/22/19 22:00,2,Not Canceled,In Process,Active,C2493,active,9/1/15 0:00,9/22/24 22:00,active,GOLD,On-Premise,Gold,8.0.15,auto,"['OTRSServiceCategories', 'OTRSDynamicFieldWebService', 'OTRSServiceBasedQueueRouting', 'OTRSHideShowDynamicFields', 'OTRSDynamicFieldDatabase', 'OTRSCalendarResourcePlanning', 'OTRSServiceManagement', 'OTRSConfigurationManagement', 'OTRSSystemConfigurationHistory', 'OTRSProcessManagementArticleEmail', 'OTRSDynamicFieldAttachment']",No data,GERMANY,"12.495,00",Euro,No data,1884,boj5qAOU,15638
Not Canceled,In Process,OTRS On-Premise SILVER,20,Contracts On-Premise OTRS,OTRS On-Premise SILVER,9/29/24 22:00,9/29/23 22:00,Active,25,OTRS On-Premise SILVER 25 CA,9/29/24 22:00,9/29/21 22:00,2,Not Canceled,In Process,Active,C3858,active,9/30/15 0:00,9/29/24 22:00,active,SILVER,On-Premise,Silver 25 CA,7.0.29,auto,"['OTRSDynamicFieldWebService', 'OTRSReady2AdoptProcesses', 'OTRSSystemConfigurationHistory', 'OTRSCalendarResourcePlanning', 'OTRSDynamicFieldDatabase', 'OTRSTicketWorkflow', 'OTRSMasterSlave']",No data,GERMANY,"10.995,00",Euro,No data,9891,3HbWTEV4,11749
Not Canceled,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,9/30/24 22:00,9/30/23 22:00,Active,50,OTRS On-Premise GOLD,9/30/24 22:00,9/30/18 22:00,2,Not Canceled,In Process,Active,C1945,active,10/1/15 0:00,9/30/24 22:00,active,GOLD,On-Premise,Gold,7.0.18,auto,"['OTRSSystemConfigurationHistory', 'OTRSRestorePendingInformation', 'OTRSReady2AdoptWebServices', 'OTRSReady2AdoptProcesses', 'OTRSReady2AdoptITSMProcesses', 'OTRSMasterSlave', 'OTRSEscalationSuspend', 'OTRSDynamicFieldWebService', 'OTRSDynamicFieldDatabase', 'OTRSTicketInvoker', 'OTRSCalendarResourcePlanning', 'OTRSBaramundiInventoryConnector', 'ITSMServiceLevelManagement', 'ITSMIncidentProblemManagement', 'ITSMCore', 'ITSMConfigurationManagement', 'ITSMChangeManagement', 'ITSM', 'ImportExport', 'GeneralCatalog', 'OTRSDynamicFieldAttachment', 'OTRSITSMConfigurationManagementConnector']",No data,GERMANY,"10.995,00",Euro,No data,4737,4HJRoRv1,12274
Not Canceled,In Process,OTRS On-Premise GOLD,20,Contracts On-Premise OTRS,OTRS On-Premise GOLD,9/30/24 22:00,9/30/23 22:00,Active,50,OTRS On-Premise GOLD,9/30/24 22:00,9/30/22 22:00,2,Not Canceled,In Process,Active,C4440,active,10/1/19 0:00,9/30/24 22:00,active,GOLD,On-Premise,Gold,7.0.38,auto,"['OTRSSystemConfigurationHistory', 'OTRSReady2AdoptProcesses', 'OTRSDynamicFieldWebService', 'OTRSReady2AdoptITSMProcesses', 'OTRSLinkObjectConnector', 'OTRSCIReferences', 'OTRSDynamicFieldDatabase', 'SystemMonitoring', 'OTRSCalendarResourcePlanning', 'GeneralCatalog', 'ImportExport', 'ITSM', 'ITSMChangeManagement', 'ITSMConfigurationManagement', 'ITSMCore', 'ITSMIncidentProblemManagement', 'ITSMServiceLevelManagement', 'OTRSTicketForms']",No data,GREECE,"17.495,00",Euro,No data,7576,Tpe8qI8y,11409
